Unnamed: 0,radio,MCC,MNC,TAC,CID,unit,LON,LAT,RANGE,SAM,changeable,created,updated,averageSignal,Country,Network,Continent
40488857,GSM,651,1,117,11201,0,26.953123,-29.841163,27324,7,1,1369925573,1443966345,0,Lesotho,Vodacom,Africa
40488858,GSM,651,1,117,11202,0,26.999908,-29.819307,14303,4,1,1369925762,1427057060,0,Lesotho,Vodacom,Africa
40488859,GSM,651,1,117,11783,0,26.957738,-29.713117,27521,11,1,1369929494,1440496229,0,Lesotho,Vodacom,Africa
40488860,GSM,651,1,504,1860,0,27.025681,-29.831314,5652,3,1,1374475962,1375075586,0,Lesotho,Vodacom,Africa
40488861,GSM,651,1,504,27201,0,27.025681,-29.837494,4965,2,1,1374476070,1375075585,0,Lesotho,Vodacom,Africa
40488862,GSM,651,1,504,64680,0,27.027053833008,-29.792861938477,1000,1,1,1374456252,1374456252,0,Lesotho,Vodacom,Africa
40488863,GSM,651,1,504,27202,0,27.027053833008,-29.792861938477,1000,1,1,1374456253,1374456253,0,Lesotho,Vodacom,Africa
40488864,GSM,651,1,117,10142,0,26.937532,-29.727408,19133,6,1,1375095705,1401153293,0,Lesotho,Vodacom,Africa
40488865,UMTS,651,1,98,87189,0,27.716445922852,-29.444046020508,1000,4,1,1367876729,1367876729,0,Lesotho,Vodacom,Africa
40488866,UMTS,651,1,98,128010,0,27.480239868164,-29.313583374023,1000,5,1,1367911958,1367911958,0,Lesotho,Vodacom,Africa
40488867,UMTS,651,1,98,72759,0,27.536544799805,-29.379501342773,1000,2,1,1368783082,1368783082,0,Lesotho,Vodacom,Africa
40488868,UMTS,651,1,98,76401,0,27.536544799805,-29.379501342773,1000,3,1,1368783259,1368783259,0,Lesotho,Vodacom,Africa
40488869,GSM,651,1,116,10123,0,29.065017700195,-29.279251098633,1000,5,1,1373350266,1373350266,0,Lesotho,Vodacom,Africa
40488870,UMTS,651,1,99,87190,0,27.723141,-29.449711,1000,8,1,1378315129,1490933056,0,Lesotho,Vodacom,Africa
40488871,UMTS,651,1,99,87187,0,27.724931,-29.448951,1000,28,1,1378315187,1491053156,0,Lesotho,Vodacom,Africa
40488872,UMTS,651,1,99,87189,0,27.716751,-29.450684,1000,18,1,1378315340,1491394542,0,Lesotho,Vodacom,Africa
40488873,UMTS,651,1,99,87192,0,27.716652,-29.4505,1000,20,1,1379239404,1491394542,0,Lesotho,Vodacom,Africa
40488874,UMTS,651,1,89,142033,0,28.054275,-28.873787,1794,8,1,1383160049,1473855200,0,Lesotho,Vodacom,Africa
40488875,UMTS,651,1,96,130232,0,27.496719360352,-29.350662231445,1000,8,1,1383827630,1383827630,0,Lesotho,Vodacom,Africa
40488876,UMTS,651,1,98,77762,0,27.510796,-29.294186,1000,8,1,1383981858,1491266160,0,Lesotho,Vodacom,Africa
40488877,GSM,651,1,103,65483,0,27.514572143555,-29.292984008789,1000,1,1,1383962172,1383962172,0,Lesotho,Vodacom,Africa
40488878,UMTS,651,1,98,77759,0,27.510624,-29.290752,1000,8,1,1383982593,1487559629,0,Lesotho,Vodacom,Africa
40488879,UMTS,651,1,98,131019,0,27.514572143555,-29.294357299805,1000,1,1,1383962854,1383962854,0,Lesotho,Vodacom,Africa
40488880,UMTS,651,1,96,71540,0,27.516632,-29.29985,1000,2,1,1383982834,1490141835,0,Lesotho,Vodacom,Africa
40488881,UMTS,651,1,96,70540,0,27.510681,-29.324799,1030,6,1,1396351460,1436090868,0,Lesotho,Vodacom,Africa
40488882,GSM,651,1,117,11781,0,26.997125,-29.72289,23580,4,1,1397647234,1440496229,0,Lesotho,Vodacom,Africa
40488883,GSM,651,1,117,12383,0,26.95303,-29.706214,28222,8,1,1397647234,1440496229,0,Lesotho,Vodacom,Africa
40488884,GSM,651,1,117,65402,0,26.92555,-29.697236,10976,11,1,1397647234,1427057060,0,Lesotho,Vodacom,Africa
40488885,GSM,651,1,117,65401,0,26.910322,-29.690782,3057,3,1,1397647234,1401153293,0,Lesotho,Vodacom,Africa
40488886,GSM,651,1,117,12442,0,26.914318,-29.692862,2729,11,1,1397647234,1406080742,0,Lesotho,Vodacom,Africa
40488887,GSM,651,1,117,65411,0,26.983101,-29.721459,4812,2,1,1397647234,1427057060,0,Lesotho,Vodacom,Africa
40488888,GSM,651,1,117,12441,0,27.118327,-29.526978,26815,3,1,1398430190,1402625002,0,Lesotho,Vodacom,Africa
40488889,GSM,651,1,117,10141,0,26.899337768555,-29.684371948242,1000,1,1,1400894638,1400894638,0,Lesotho,Vodacom,Africa
40488890,GSM,651,1,117,65360,0,26.899337768555,-29.684371948242,1000,1,1,1400894638,1400894638,0,Lesotho,Vodacom,Africa
40488891,GSM,651,1,117,11203,0,26.895217895508,-29.681625366211,1000,1,1,1401153293,1401153293,0,Lesotho,Vodacom,Africa
40488892,GSM,651,1,123,21733,0,27.259140014648,-29.395980834961,1000,1,1,1402625002,1402625002,0,Lesotho,Vodacom,Africa
40488893,GSM,651,1,117,11081,0,27.259140014648,-29.395980834961,1000,1,1,1402625061,1402625061,0,Lesotho,Vodacom,Africa
40488894,UMTS,651,1,96,70538,0,27.53791809082,-29.312210083008,1000,2,1,1404583441,1404583441,0,Lesotho,Vodacom,Africa
40488895,UMTS,651,1,96,70541,0,27.53791809082,-29.312210083008,1000,1,1,1404583497,1404583497,0,Lesotho,Vodacom,Africa
40488896,UMTS,651,1,89,143593,0,29.049911499023,-29.280624389648,1000,7,1,1406355981,1406355981,0,Lesotho,Vodacom,Africa
40488897,GSM,651,1,101,65391,0,28.052514,-28.859417,8835,7,1,1407067278,1442443577,0,Lesotho,Vodacom,Africa
40488898,GSM,651,1,101,11962,0,28.046035766602,-28.871383666992,1000,1,1,1407047599,1407047599,0,Lesotho,Vodacom,Africa
40488899,GSM,651,1,101,65392,0,28.041916,-28.88237,1286,2,1,1407067448,1481256774,0,Lesotho,Vodacom,Africa
40488900,GSM,651,1,101,11963,0,28.052906,-28.792649,8780,3,1,1407068579,1465305560,0,Lesotho,Vodacom,Africa
40488901,GSM,651,1,503,62372,0,28.315200805664,-28.664016723633,1000,1,1,1409901218,1409901218,0,Lesotho,Vodacom,Africa
40488902,GSM,651,1,503,7802,0,28.317947387695,-28.654403686523,1000,1,1,1409901298,1409901298,0,Lesotho,Vodacom,Africa
40488903,GSM,651,1,11101,2297,0,28.316574,-28.65921,1000,2,1,1409901301,1409901301,0,Lesotho,Vodacom,Africa
40488904,UMTS,651,1,97,78582,0,27.473268,-29.316436,1000,13,1,1423405092,1490359479,0,Lesotho,Vodacom,Africa
40488905,UMTS,651,1,97,78579,0,27.472458,-29.317245,1000,3,1,1423405198,1490359479,0,Lesotho,Vodacom,Africa
40488906,GSM,651,1,114,65311,0,27.473305,-29.311544,3240,7,1,1423406245,1711517853,0,Lesotho,Vodacom,Africa
40488907,UMTS,651,1,95,130850,0,27.474747,-29.32045,1000,2,1,1423406285,1428577220,0,Lesotho,Vodacom,Africa
40488908,UMTS,651,1,95,130992,0,27.473373413086,-29.31770324707,1000,1,1,1423386688,1423386688,0,Lesotho,Vodacom,Africa
40488909,UMTS,651,1,95,130995,0,27.473373,-29.317474,1000,6,1,1423386875,1423386875,0,Lesotho,Vodacom,Africa
40488910,UMTS,651,1,98,87271,0,27.571228,-29.319855,6438,90,1,1424189883,1442443576,0,Lesotho,Vodacom,Africa
40488911,GSM,651,1,123,6002,0,27.537815,-29.310896,1785,2,1,1424170078,1632675489,0,Lesotho,Vodacom,Africa
40488912,UMTS,651,1,98,78662,0,27.511654,-29.309292,1339,24,1,1424190086,1441410647,0,Lesotho,Vodacom,Africa
40488913,UMTS,651,1,97,130840,0,27.511509,-29.310309,1000,13,1,1424190198,1428577220,0,Lesotho,Vodacom,Africa
40488914,UMTS,651,1,96,77820,0,27.50849,-29.313976,1000,7,1,1424190306,1441410649,0,Lesotho,Vodacom,Africa
40488915,UMTS,651,1,97,130841,0,27.504959,-29.314133,1000,5,1,1424190395,1482934574,0,Lesotho,Vodacom,Africa
40488916,UMTS,651,1,97,76362,0,27.493515,-29.31633,1000,3,1,1424170707,1424170707,0,Lesotho,Vodacom,Africa
40488917,UMTS,651,1,97,130879,0,27.480529,-29.313728,1000,19,1,1424190718,1484031484,0,Lesotho,Vodacom,Africa
40488918,UMTS,651,1,99,72637,0,27.754898071289,-29.140548706055,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40488919,UMTS,651,1,89,143495,0,28.245162963867,-28.71208190918,1000,3,1,1482854871,1490060772,0,Lesotho,Vodacom,Africa
40488920,UMTS,651,1,97,79384,0,27.479651,-29.315807,1000,21,1,1426437737,1492038201,0,Lesotho,Vodacom,Africa
40488921,UMTS,651,1,95,78602,0,27.467969,-29.338834,1573,31,1,1424175938,1424175938,0,Lesotho,Vodacom,Africa
40488922,UMTS,651,1,95,130994,0,27.449798,-29.347412,2313,30,1,1426422901,1426422901,0,Lesotho,Vodacom,Africa
40488923,UMTS,651,1,95,130988,0,27.445827,-29.341292,1000,17,1,1426422043,1426422043,0,Lesotho,Vodacom,Africa
40488924,UMTS,651,1,97,79378,0,27.47999,-29.314707,1000,11,1,1426437737,1492038201,0,Lesotho,Vodacom,Africa
40488925,UMTS,651,1,95,130991,0,27.444534301758,-29.341049194336,1000,2,1,1424192312,1424192312,0,Lesotho,Vodacom,Africa
40488926,UMTS,651,1,97,130882,0,27.481613,-29.31427,1000,2,1,1426437737,1477957839,0,Lesotho,Vodacom,Africa
40488927,UMTS,651,1,97,79381,0,27.478521,-29.315169,1000,11,1,1426437737,1493890658,0,Lesotho,Vodacom,Africa
40488928,GSM,651,1,114,65451,0,27.449341,-29.336929,1000,2,1,1426437737,1463547715,0,Lesotho,Vodacom,Africa
40488929,GSM,651,1,114,65453,0,27.450766,-29.339188,1232,9,1,1426440870,1711517685,0,Lesotho,Vodacom,Africa
40488930,UMTS,651,1,95,90041,0,27.461013793945,-29.365768432617,1000,1,1,1426423007,1426423007,0,Lesotho,Vodacom,Africa
40488931,UMTS,651,1,98,79340,0,27.534828,-29.276848,1000,4,1,1426813789,1442443576,0,Lesotho,Vodacom,Africa
40488932,UMTS,651,1,99,78942,0,27.568130493164,-29.424819946289,1000,1,1,1426937175,1426937175,0,Lesotho,Vodacom,Africa
40488933,UMTS,651,1,99,78561,0,27.568130493164,-29.424819946289,1000,1,1,1426937258,1426937258,0,Lesotho,Vodacom,Africa
40488934,UMTS,651,1,96,78561,0,27.568130493164,-29.424819946289,1000,2,1,1426937728,1426937728,0,Lesotho,Vodacom,Africa
40488935,GSM,651,1,117,13521,0,27.127273,-29.768178,10045,2,1,1427076892,1440496229,0,Lesotho,Vodacom,Africa
40488936,GSM,651,1,117,13523,0,27.029800415039,-29.736557006836,1000,1,1,1427057060,1427057060,0,Lesotho,Vodacom,Africa
40488937,UMTS,651,1,98,77938,0,27.542037963867,-29.276504516602,1000,14,1,1427374254,1427374254,0,Lesotho,Vodacom,Africa
40488938,UMTS,651,1,98,77941,0,27.542037963867,-29.276504516602,1000,10,1,1427374578,1427374578,0,Lesotho,Vodacom,Africa
40488939,UMTS,651,1,96,70537,0,27.516861,-29.317703,1000,3,1,1431892359,1436531561,0,Lesotho,Vodacom,Africa
40488940,UMTS,651,1,97,76697,0,27.477493286133,-29.316329956055,1000,1,1,1431910418,1431910418,0,Lesotho,Vodacom,Africa
40488941,UMTS,651,1,96,70543,0,27.520065,-29.31427,1000,2,1,1431950393,1431950393,0,Lesotho,Vodacom,Africa
40488942,UMTS,651,1,98,87272,0,27.59491,-29.313583,1000,2,1,1440850019,1440850019,0,Lesotho,Vodacom,Africa
40488943,UMTS,651,1,97,130978,0,27.493187,-29.302403,5451,7,1,1440870354,1492170270,0,Lesotho,Vodacom,Africa
40488944,UMTS,651,1,96,71538,0,27.5457,-29.314499,1000,3,1,1440850619,1440850619,0,Lesotho,Vodacom,Africa
40488945,UMTS,651,1,98,78978,0,27.530136,-29.309886,1550,39,1,1440851121,1440851121,0,Lesotho,Vodacom,Africa
40488946,UMTS,651,1,96,78200,0,27.455521,-29.347791,1000,11,1,1440852409,1440852409,0,Lesotho,Vodacom,Africa
40488947,UMTS,651,1,97,77421,0,27.488479614258,-29.316329956055,1000,1,1,1442443569,1442443569,0,Lesotho,Vodacom,Africa
40488948,GSM,651,1,29184,14083,0,27.385482788086,-29.214706420898,1000,1,1,1478771438,1478771438,0,Lesotho,Vodacom,Africa
40488949,GSM,651,1,101,7891,0,27.98698425293,-28.824691772461,1000,1,1,1426684361,1426684361,0,Lesotho,Vodacom,Africa
40488950,GSM,651,1,101,12421,0,28.383865356445,-28.609085083008,1000,1,1,1426684389,1426684389,0,Lesotho,Vodacom,Africa
40488951,GSM,651,1,101,10321,0,28.315693,-28.690213,4679,2,1,1426684361,1695357404,0,Lesotho,Vodacom,Africa
40488952,GSM,651,1,101,10962,0,28.173751831055,-28.96614074707,1000,1,1,1439731815,1439731815,0,Lesotho,Vodacom,Africa
40488953,GSM,651,1,101,12763,0,28.421152,-28.621084,4775,4,1,1426684445,1666964253,0,Lesotho,Vodacom,Africa
40488954,GSM,651,1,102,65433,0,27.548904418945,-29.074630737305,1000,1,1,1426684445,1426684445,0,Lesotho,Vodacom,Africa
40488955,GSM,651,1,123,6003,0,27.512546,-29.322103,1000,3,1,1458825847,1524844067,0,Lesotho,Vodacom,Africa
40488956,GSM,651,1,117,3003,0,27.224807739258,-29.799728393555,1000,1,1,1440496229,1440496229,0,Lesotho,Vodacom,Africa
40488957,GSM,651,1,123,21731,0,27.513198852539,-29.048538208008,1000,1,1,1426684445,1426684445,0,Lesotho,Vodacom,Africa
40488958,GSM,651,1,102,7191,0,27.507705688477,-29.089736938477,1000,1,1,1426684361,1426684361,0,Lesotho,Vodacom,Africa
40488959,GSM,651,1,117,65403,0,27.224807739258,-29.799728393555,1000,1,1,1440496229,1440496229,0,Lesotho,Vodacom,Africa
40488960,GSM,651,1,103,13483,0,27.506332397461,-29.321823120117,1000,1,1,1440662150,1440662150,0,Lesotho,Vodacom,Africa
40488961,GSM,651,1,117,13322,0,27.224807739258,-29.799728393555,1000,1,1,1440496229,1440496229,0,Lesotho,Vodacom,Africa
40488962,GSM,651,1,123,13803,0,27.507705688477,-29.32731628418,1000,1,1,1440662150,1440662150,0,Lesotho,Vodacom,Africa
40488963,GSM,651,1,102,12321,0,28.070062,-28.845298,4608,2,1,1458825847,1465305560,0,Lesotho,Vodacom,Africa
40488964,GSM,651,1,503,62422,0,28.091354370117,-28.861770629883,1000,1,1,1442443577,1442443577,0,Lesotho,Vodacom,Africa
40488965,GSM,651,1,114,10663,0,27.453315,-29.298401,1014,6,1,1442443565,1711517840,0,Lesotho,Vodacom,Africa
40488966,GSM,651,1,102,10903,0,27.532424926758,-29.213333129883,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40488967,GSM,651,1,101,11961,0,28.059768676758,-28.762893676758,1000,1,1,1442642283,1442642283,0,Lesotho,Vodacom,Africa
40488968,GSM,651,1,101,65471,0,28.051528930664,-28.758773803711,1000,1,1,1442642283,1442642283,0,Lesotho,Vodacom,Africa
40488969,GSM,651,1,101,65473,0,28.052903,-28.765641,1337,2,1,1458825847,1465305560,0,Lesotho,Vodacom,Africa
40488970,GSM,651,1,101,65472,0,28.147659301758,-28.853530883789,1000,1,1,1442443577,1442443577,0,Lesotho,Vodacom,Africa
40488971,GSM,651,1,102,3102,0,27.509078979492,-29.065017700195,1000,1,1,1426684361,1426684361,0,Lesotho,Vodacom,Africa
40488972,GSM,651,1,108,11403,0,27.509078979492,-29.325942993164,1000,1,1,1440662150,1440662150,0,Lesotho,Vodacom,Africa
40488973,GSM,651,1,116,10301,0,28.105087280273,-29.53742980957,1000,1,1,1442642283,1442642283,0,Lesotho,Vodacom,Africa
40488974,GSM,651,1,123,11341,0,27.495346069336,-29.147415161133,1000,1,1,1426636212,1426636212,0,Lesotho,Vodacom,Africa
40488975,GSM,651,1,123,65302,0,27.491226,-29.31015,2061,12,1,1458825848,1492170270,0,Lesotho,Vodacom,Africa
40488976,GSM,651,1,123,65301,0,27.504959106445,-29.321823120117,1000,1,1,1440496289,1440496289,0,Lesotho,Vodacom,Africa
40488977,GSM,651,1,114,65441,0,27.479709,-29.304893,6517,10,1,1458825847,1711517849,0,Lesotho,Vodacom,Africa
40488978,GSM,651,1,114,21693,0,27.468127,-29.30117,2479,17,1,1458825847,1711517840,0,Lesotho,Vodacom,Africa
40488979,GSM,651,1,526,22541,0,27.846908569336,-28.934555053711,1000,1,1,1442443577,1442443577,0,Lesotho,Vodacom,Africa
40488980,GSM,651,1,123,21732,0,27.597657,-29.256592,1379,2,1,1458825848,1490060690,0,Lesotho,Vodacom,Africa
40488981,GSM,651,1,124,13241,0,28.100967407227,-29.533309936523,1000,1,1,1442642283,1442642283,0,Lesotho,Vodacom,Africa
40488982,GSM,651,1,108,11401,0,27.509461,-29.326655,1903,2,1,1440662150,1632677899,0,Lesotho,Vodacom,Africa
40488983,GSM,651,1,116,7861,0,28.102340698242,-29.534683227539,1000,1,1,1442642283,1442642283,0,Lesotho,Vodacom,Africa
40488984,GSM,651,1,102,10902,0,27.643661499023,-29.166641235352,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40488985,GSM,651,1,102,7923,0,27.977372,-28.827438,1000,2,1,1458825847,1461556294,0,Lesotho,Vodacom,Africa
40488986,GSM,651,1,101,13261,0,28.088607788086,-28.718948364258,1000,1,1,1426684361,1426684361,0,Lesotho,Vodacom,Africa
40488987,GSM,651,1,101,11442,0,28.460572,-28.736843,15945,6,1,1426684389,1692836739,0,Lesotho,Vodacom,Africa
40488988,GSM,651,1,114,11703,0,27.482614,-29.307105,1000,7,1,1458825847,1709271370,0,Lesotho,Vodacom,Africa
40488989,GSM,651,1,526,60111,0,27.667007446289,-29.154281616211,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40488990,GSM,651,1,123,11343,0,27.49397277832,-29.150161743164,1000,1,1,1426636212,1426636212,0,Lesotho,Vodacom,Africa
40488991,GSM,651,1,108,11723,0,27.513198852539,-29.331436157227,1000,1,1,1440662150,1440662150,0,Lesotho,Vodacom,Africa
40488992,GSM,651,1,123,65303,0,27.504959106445,-29.321823120117,1000,1,1,1440496289,1440496289,0,Lesotho,Vodacom,Africa
40488993,GSM,651,1,123,7181,0,27.592849731445,-29.268264770508,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40488994,GSM,651,1,102,65332,0,27.727432250977,-28.893356323242,1000,1,1,1426684445,1426684445,0,Lesotho,Vodacom,Africa
40488995,GSM,651,1,123,7183,0,27.489852905273,-29.166641235352,1000,1,1,1426636317,1426636317,0,Lesotho,Vodacom,Africa
40488996,GSM,651,1,114,10662,0,27.458939,-29.300731,1000,6,1,1442443565,1711517840,0,Lesotho,Vodacom,Africa
40488997,GSM,651,1,108,12283,0,27.507705688477,-29.324569702148,1000,1,1,1440662150,1440662150,0,Lesotho,Vodacom,Africa
40488998,GSM,651,1,114,65443,0,27.471547,-29.301217,2017,14,1,1458825847,1711431450,0,Lesotho,Vodacom,Africa
40488999,GSM,651,1,123,13142,0,27.504959106445,-29.321823120117,1000,1,1,1440496351,1440496351,0,Lesotho,Vodacom,Africa
40489000,GSM,651,1,108,11721,0,27.513198852539,-29.331436157227,1000,1,1,1440662150,1440662150,0,Lesotho,Vodacom,Africa
40489001,GSM,651,1,102,10941,0,28.147659301758,-28.853530883789,1000,1,1,1442443577,1442443577,0,Lesotho,Vodacom,Africa
40489002,GSM,651,1,108,12281,0,27.504959106445,-29.321823120117,1000,1,1,1440662150,1440662150,0,Lesotho,Vodacom,Africa
40489003,GSM,651,1,10521,28472,0,27.680740356445,-29.157028198242,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489004,GSM,651,1,101,10981,0,28.07487487793,-28.729934692383,1000,1,1,1442642283,1442642283,0,Lesotho,Vodacom,Africa
40489005,GSM,651,1,101,12543,0,28.037123,-28.777318,5774,2,1,1458825847,1465305560,0,Lesotho,Vodacom,Africa
40489006,GSM,651,1,116,2100,0,28.105087280273,-29.53742980957,1000,1,1,1442642283,1442642283,0,Lesotho,Vodacom,Africa
40489007,GSM,651,1,10521,8661,0,28.099594116211,-28.861770629883,1000,1,1,1442443577,1442443577,0,Lesotho,Vodacom,Africa
40489008,GSM,651,1,10521,27871,0,28.095474243164,-28.863143920898,1000,1,1,1442443577,1442443577,0,Lesotho,Vodacom,Africa
40489009,GSM,651,1,102,13861,0,27.565383911133,-29.108963012695,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489010,GSM,651,1,526,20981,0,27.643661499023,-29.180374145508,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489011,GSM,651,1,108,12282,0,27.513198852539,-29.330062866211,1000,1,1,1440662126,1440662126,0,Lesotho,Vodacom,Africa
40489012,GSM,651,1,102,13643,0,27.513198852539,-29.026565551758,1000,1,1,1442642283,1442642283,0,Lesotho,Vodacom,Africa
40489013,GSM,651,1,102,65461,0,28.018574,-28.824693,4241,3,1,1458825847,1490060690,0,Lesotho,Vodacom,Africa
40489014,GSM,651,1,503,62423,0,28.098220825195,-28.863143920898,1000,1,1,1442443577,1442443577,0,Lesotho,Vodacom,Africa
40489015,GSM,651,1,114,10642,0,27.504959106445,-29.321823120117,1000,1,1,1440662126,1440662126,0,Lesotho,Vodacom,Africa
40489016,GSM,651,1,102,11841,0,27.656021118164,-28.896102905273,1000,1,1,1426636317,1426636317,0,Lesotho,Vodacom,Africa
40489017,GSM,651,1,526,22543,0,27.829055786133,-28.942794799805,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489018,GSM,651,1,526,60231,0,27.798491,-28.901589,6290,66,1,1442443577,1706169243,0,Lesotho,Vodacom,Africa
40489019,GSM,651,1,116,11601,0,28.105087280273,-29.53742980957,1000,1,1,1442642283,1442642283,0,Lesotho,Vodacom,Africa
40489020,GSM,651,1,102,10922,0,27.706832885742,-28.902969360352,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489021,GSM,651,1,114,65503,0,27.463538,-29.305799,1450,4,1,1458825847,1704865139,0,Lesotho,Vodacom,Africa
40489022,GSM,651,1,108,13421,0,27.513579,-29.330955,2413,2,1,1440497244,1632675900,0,Lesotho,Vodacom,Africa
40489023,GSM,651,1,116,7860,0,28.102340698242,-29.534683227539,1000,1,1,1442642283,1442642283,0,Lesotho,Vodacom,Africa
40489024,GSM,651,1,102,65431,0,27.730178833008,-28.891983032227,1000,1,1,1426684361,1426684361,0,Lesotho,Vodacom,Africa
40489025,GSM,651,1,108,12062,0,27.506332397461,-29.07600402832,1000,1,1,1426684445,1426684445,0,Lesotho,Vodacom,Africa
40489026,GSM,651,1,101,12541,0,28.091354370117,-28.861770629883,1000,1,1,1442443577,1442443577,0,Lesotho,Vodacom,Africa
40489027,GSM,651,1,101,13282,0,28.013076782227,-28.802719116211,1000,1,1,1426684445,1426684445,0,Lesotho,Vodacom,Africa
40489028,GSM,651,1,101,12423,0,28.420286,-28.700892,10322,8,1,1458825847,1687733836,0,Lesotho,Vodacom,Africa
40489029,GSM,651,1,101,10703,0,27.804339,-28.867954,3359,2,1,1458825847,1465305560,0,Lesotho,Vodacom,Africa
40489030,GSM,651,1,101,9983,0,28.490698,-28.741634,17333,7,1,1426684389,1692836739,0,Lesotho,Vodacom,Africa
40489031,GSM,651,1,114,10821,0,27.504287,-29.321583,1000,2,1,1440662126,1709271405,0,Lesotho,Vodacom,Africa
40489032,GSM,651,1,102,65323,0,27.557831,-29.123383,1000,2,1,1458825847,1490060690,0,Lesotho,Vodacom,Africa
40489033,GSM,651,1,102,65321,0,27.662887573242,-29.157028198242,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489034,GSM,651,1,123,13801,0,27.533798217773,-29.279251098633,1000,1,1,1456279989,1456279989,0,Lesotho,Vodacom,Africa
40489035,GSM,651,1,116,10303,0,28.105087280273,-29.53742980957,1000,1,1,1442642283,1442642283,0,Lesotho,Vodacom,Africa
40489036,GSM,651,1,108,11402,0,27.509248,-29.339549,1000,2,1,1458825847,1492540200,0,Lesotho,Vodacom,Africa
40489037,GSM,651,1,10521,17651,0,27.680740356445,-29.157028198242,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489038,GSM,651,1,103,13481,0,27.495346069336,-29.146041870117,1000,1,1,1426636212,1426636212,0,Lesotho,Vodacom,Africa
40489039,GSM,651,1,102,11843,0,27.680740356445,-29.157028198242,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489040,GSM,651,1,102,10901,0,27.52555847168,-29.118576049805,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489041,GSM,651,1,123,12222,0,27.479926,-29.310272,2725,2,1,1440662126,1696567213,0,Lesotho,Vodacom,Africa
40489042,GSM,651,1,116,10302,0,28.105087280273,-29.53742980957,1000,1,1,1442642283,1442642283,0,Lesotho,Vodacom,Africa
40489043,GSM,651,1,526,13042,0,27.834548950195,-28.938674926758,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489044,GSM,651,1,117,12803,0,26.999588012695,-30.298233032227,1000,1,1,1443350890,1443350890,0,Lesotho,Vodacom,Africa
40489045,GSM,651,1,116,7862,0,28.098220825195,-29.531936645508,1000,1,1,1442642283,1442642283,0,Lesotho,Vodacom,Africa
40489046,GSM,651,1,114,65343,0,27.47406,-29.310151,2552,6,1,1458825847,1492038201,0,Lesotho,Vodacom,Africa
40489047,GSM,651,1,123,12403,0,27.488479614258,-29.16389465332,1000,1,1,1426636212,1426636212,0,Lesotho,Vodacom,Africa
40489048,GSM,651,1,526,65290,0,27.673873901367,-29.154281616211,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489049,GSM,651,1,123,5003,0,27.513198852539,-29.331436157227,1000,1,1,1440662150,1440662150,0,Lesotho,Vodacom,Africa
40489050,GSM,651,1,108,13821,0,27.506332397461,-29.320449829102,1000,1,1,1440662150,1440662150,0,Lesotho,Vodacom,Africa
40489051,GSM,651,1,101,65393,0,28.058852,-28.78853,2738,3,1,1458825847,1470832733,0,Lesotho,Vodacom,Africa
40489052,GSM,651,1,101,10701,0,27.799532,-28.878252,2461,2,1,1458825847,1465305560,0,Lesotho,Vodacom,Africa
40489053,GSM,651,1,101,10982,0,28.077621,-28.750534,2443,2,1,1458825847,1470832733,0,Lesotho,Vodacom,Africa
40489054,GSM,651,1,103,13441,0,27.491226196289,-29.158401489258,1000,1,1,1426636317,1426636317,0,Lesotho,Vodacom,Africa
40489055,GSM,651,1,114,65442,0,27.486635,-29.303245,3116,13,1,1458825847,1696567232,0,Lesotho,Vodacom,Africa
40489056,GSM,651,1,123,13802,0,27.502671,-29.307175,1444,3,1,1458825847,1490359474,0,Lesotho,Vodacom,Africa
40489057,GSM,651,1,102,65322,0,27.665634155273,-29.159774780273,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
40489058,GSM,651,1,123,10263,0,27.506734,-29.304905,1919,4,1,1458825847,1696567232,0,Lesotho,Vodacom,Africa
40489059,GSM,651,1,123,5002,0,27.511825561523,-29.332809448242,1000,1,1,1440496299,1440496299,0,Lesotho,Vodacom,Africa
40489060,GSM,651,1,102,10923,0,27.849912,-28.913065,2808,2,1,1442443579,1689686587,0,Lesotho,Vodacom,Africa
40489061,GSM,651,1,123,13123,0,27.506332397461,-29.321823120117,1000,1,1,1440662150,1440662150,0,Lesotho,Vodacom,Africa
40489062,GSM,651,1,526,60112,0,27.672500610352,-29.157028198242,1000,1,1,1442443579,1442443579,0,Lesotho,Vodacom,Africa
