Unnamed: 0,radio,MCC,MNC,TAC,CID,unit,LON,LAT,RANGE,SAM,changeable,created,updated,averageSignal,Country,Network,Continent
40489849,GSM,651,1,114,14043,-1,27.50407,-29.321131,1000,1,1,1709183734,1709183734,0,Lesotho,Vodacom,Africa
40489850,GSM,651,1,114,14163,-1,27.49843,-29.323851,1000,1,1,1709175597,1709175597,0,Lesotho,Vodacom,Africa
40489851,GSM,651,1,114,18682,-1,27.50407,-29.321131,1000,1,1,1709183734,1709183734,0,Lesotho,Vodacom,Africa
40489852,GSM,651,1,114,18683,-1,27.50407,-29.321131,1000,1,1,1709183734,1709183734,0,Lesotho,Vodacom,Africa
40489853,GSM,651,1,115,255,-1,27.49896,-29.323059,1000,1,1,1709176481,1709176481,0,Lesotho,Vodacom,Africa
40489854,GSM,651,1,114,12121,-1,27.4862,-29.309681,1000,1,1,1709179249,1709179249,0,Lesotho,Vodacom,Africa
40489855,GSM,651,1,114,65303,-1,27.4862,-29.309681,1000,1,1,1709179249,1709179249,0,Lesotho,Vodacom,Africa
40489856,GSM,651,1,114,11902,-1,27.48912,-29.31529,1000,1,1,1709180101,1709180101,0,Lesotho,Vodacom,Africa
40489857,GSM,651,1,114,17121,-1,27.48912,-29.31529,1000,1,1,1709180101,1709180101,0,Lesotho,Vodacom,Africa
40489858,GSM,651,1,114,11901,-1,27.48912,-29.31529,1000,1,1,1709180101,1709180101,0,Lesotho,Vodacom,Africa
40489859,GSM,651,1,114,11881,-1,27.48912,-29.31529,1000,1,1,1709180101,1709180101,0,Lesotho,Vodacom,Africa
40489860,GSM,651,1,114,11883,-1,27.48912,-29.31529,1000,1,1,1709180101,1709180101,0,Lesotho,Vodacom,Africa
40489861,GSM,651,1,114,13123,-1,27.48912,-29.31529,1000,1,1,1709180101,1709180101,0,Lesotho,Vodacom,Africa
40489862,GSM,651,1,115,16742,-1,27.44802,-29.297185,1000,2,1,1711352011,1711517849,0,Lesotho,Vodacom,Africa
40489863,GSM,651,1,115,15022,-1,27.444469,-29.2966,1000,1,1,1711348375,1711348375,0,Lesotho,Vodacom,Africa
40489864,GSM,651,1,108,21673,-1,27.444469,-29.2966,1000,1,1,1711348375,1711348375,0,Lesotho,Vodacom,Africa
40489865,GSM,651,1,114,15243,-1,27.44802,-29.297185,1000,2,1,1711352011,1711517849,0,Lesotho,Vodacom,Africa
40489866,GSM,651,1,108,10522,-1,27.46917,-29.33923,1000,1,1,1711360105,1711360105,0,Lesotho,Vodacom,Africa
40489867,GSM,651,1,114,18701,-1,27.463711,-29.338906,1000,2,1,1711390727,1711517648,0,Lesotho,Vodacom,Africa
40489868,GSM,651,1,114,14301,-1,27.463711,-29.338906,1000,2,1,1711390727,1711517648,0,Lesotho,Vodacom,Africa
40489869,GSM,651,1,114,18121,-1,27.46917,-29.33923,1000,1,1,1711360105,1711360105,0,Lesotho,Vodacom,Africa
40489870,GSM,651,1,114,14862,-1,27.466525,-29.339056,1000,2,1,1711360105,1711517756,0,Lesotho,Vodacom,Africa
40489871,GSM,651,1,114,18703,-1,27.463711,-29.338906,1000,2,1,1711390727,1711517648,0,Lesotho,Vodacom,Africa
40489872,GSM,651,1,114,18702,-1,27.463711,-29.338906,1000,2,1,1711390727,1711517648,0,Lesotho,Vodacom,Africa
40489873,GSM,651,1,108,20121,-1,27.463975,-29.338841,1000,2,1,1711386215,1711517701,0,Lesotho,Vodacom,Africa
40489874,GSM,651,1,114,20701,-1,27.463711,-29.338906,1000,2,1,1711390727,1711517648,0,Lesotho,Vodacom,Africa
40489875,GSM,651,1,114,16021,-1,27.46355,-29.338811,1000,2,1,1711382625,1711517675,0,Lesotho,Vodacom,Africa
40489876,GSM,651,1,114,14303,-1,27.46352,-29.33873,1000,2,1,1711388933,1711517675,0,Lesotho,Vodacom,Africa
40489877,GSM,651,1,114,14861,-1,27.46361,-29.338869,1000,1,1,1711394371,1711394371,0,Lesotho,Vodacom,Africa
40489878,GSM,651,1,114,13063,-1,27.44466,-29.296539,1000,1,1,1711429489,1711429489,0,Lesotho,Vodacom,Africa
40489879,GSM,651,1,109,14843,-1,28.233999,-28.694321,1000,1,1,1714295889,1714295889,0,Lesotho,Vodacom,Africa
40489880,GSM,651,1,124,65443,-1,27.451481,-29.29776,1000,1,1,1714351059,1714351059,0,Lesotho,Vodacom,Africa
40489881,GSM,651,1,124,14863,-1,27.455681,-29.299021,1000,1,1,1714363807,1714363807,0,Lesotho,Vodacom,Africa
40489882,GSM,651,1,124,10823,-1,27.493191,-29.31654,1000,1,1,1714351990,1714351990,0,Lesotho,Vodacom,Africa
40489883,GSM,651,1,124,13043,-1,27.493191,-29.31654,1000,1,1,1714351990,1714351990,0,Lesotho,Vodacom,Africa
40489884,GSM,651,1,124,11903,-1,27.493191,-29.31654,1000,1,1,1714351990,1714351990,0,Lesotho,Vodacom,Africa
40489885,GSM,651,1,124,20283,-1,27.493191,-29.31654,1000,1,1,1714351990,1714351990,0,Lesotho,Vodacom,Africa
40489886,GSM,651,1,124,11882,-1,27.48842,-29.317011,1000,1,1,1714362858,1714362858,0,Lesotho,Vodacom,Africa
40489887,GSM,651,1,126,20622,-1,27.517639,-29.347679,1000,1,1,1714361984,1714361984,0,Lesotho,Vodacom,Africa
40489888,GSM,651,1,126,14022,-1,27.517891,-29.34741,1000,1,1,1714352872,1714352872,0,Lesotho,Vodacom,Africa
40489889,GSM,651,1,125,11402,-1,27.517891,-29.34741,1000,1,1,1714352872,1714352872,0,Lesotho,Vodacom,Africa
40489890,GSM,651,1,126,12122,-1,27.517891,-29.34741,1000,1,1,1714352872,1714352872,0,Lesotho,Vodacom,Africa
40489891,GSM,651,1,125,16662,-1,27.517611,-29.34775,1000,1,1,1714353777,1714353777,0,Lesotho,Vodacom,Africa
40489892,GSM,651,1,126,14023,-1,27.48842,-29.317011,1000,1,1,1714362858,1714362858,0,Lesotho,Vodacom,Africa
40489893,GSM,651,1,125,5001,-1,27.517891,-29.34741,1000,1,1,1714352872,1714352872,0,Lesotho,Vodacom,Africa
40489894,GSM,651,1,125,11403,-1,27.517891,-29.34741,1000,1,1,1714352872,1714352872,0,Lesotho,Vodacom,Africa
40489895,GSM,651,1,126,13423,-1,27.517639,-29.347691,1000,1,1,1714354732,1714354732,0,Lesotho,Vodacom,Africa
40489896,GSM,651,1,126,16061,-1,27.517639,-29.347679,1000,1,1,1714361984,1714361984,0,Lesotho,Vodacom,Africa
40489897,GSM,651,1,126,13582,-1,27.517639,-29.347679,1000,1,1,1714361984,1714361984,0,Lesotho,Vodacom,Africa
40489898,GSM,651,1,126,13361,-1,27.517639,-29.347679,1000,1,1,1714361984,1714361984,0,Lesotho,Vodacom,Africa
40489899,GSM,651,1,126,13362,-1,27.517639,-29.347679,1000,1,1,1714361984,1714361984,0,Lesotho,Vodacom,Africa
40489900,GSM,651,1,126,16063,-1,27.517639,-29.347679,1000,1,1,1714361984,1714361984,0,Lesotho,Vodacom,Africa
40489901,GSM,651,1,126,13822,-1,27.517639,-29.347679,1000,1,1,1714361984,1714361984,0,Lesotho,Vodacom,Africa
40489902,GSM,651,1,126,13821,-1,27.48842,-29.317011,1000,1,1,1714362858,1714362858,0,Lesotho,Vodacom,Africa
40489903,GSM,651,1,126,10881,-1,27.517651,-29.347679,1000,1,1,1714355613,1714355613,0,Lesotho,Vodacom,Africa
40489904,GSM,651,1,126,10883,-1,27.51763,-29.34767,1000,1,1,1714359271,1714359271,0,Lesotho,Vodacom,Africa
40489905,GSM,651,1,124,10822,-1,27.48842,-29.317011,1000,1,1,1714362858,1714362858,0,Lesotho,Vodacom,Africa
40489906,GSM,651,1,124,65491,-1,27.48842,-29.317011,1000,1,1,1714362858,1714362858,0,Lesotho,Vodacom,Africa
40489907,GSM,651,1,124,11883,-1,27.48842,-29.317011,1000,1,1,1714362858,1714362858,0,Lesotho,Vodacom,Africa
40489908,GSM,651,1,124,10883,-1,27.48842,-29.317011,1000,1,1,1714362858,1714362858,0,Lesotho,Vodacom,Africa
40489909,GSM,651,1,124,10663,-1,27.455681,-29.299021,1000,1,1,1714363807,1714363807,0,Lesotho,Vodacom,Africa
40489910,GSM,651,1,124,10662,-1,27.455681,-29.299021,1000,1,1,1714363807,1714363807,0,Lesotho,Vodacom,Africa
40489911,GSM,651,1,124,16061,-1,27.455681,-29.299021,1000,1,1,1714363807,1714363807,0,Lesotho,Vodacom,Africa
40489912,GSM,651,1,124,10661,-1,27.455681,-29.299021,1000,1,1,1714363807,1714363807,0,Lesotho,Vodacom,Africa
40489913,GSM,651,1,124,65501,-1,27.455681,-29.299021,1000,1,1,1714363807,1714363807,0,Lesotho,Vodacom,Africa
40489914,GSM,651,1,121,16263,-1,27.68996,-28.895,1000,1,1,1715161289,1715161289,0,Lesotho,Vodacom,Africa
40526313,GSM,651,2,504,1860,0,27.024307250977,-29.873886108398,1000,1,1,1374216190,1374216190,0,Lesotho,Econet,Africa
40526314,GSM,651,2,504,27201,0,27.024307250977,-29.873886108398,1000,1,1,1374216192,1374216192,0,Lesotho,Econet,Africa
40526315,GSM,651,2,11105,1268,0,27.514572,-29.363022,1000,8,1,1361706380,1367822853,0,Lesotho,Econet,Africa
40526316,UMTS,651,2,1,75549,0,27.479224,-29.314558,1000,100,1,1363786257,1427422905,0,Lesotho,Econet,Africa
40526317,GSM,651,2,11105,2289,0,27.509078979492,-29.365768432617,1000,3,1,1367833465,1367833465,0,Lesotho,Econet,Africa
40526318,GSM,651,2,11105,20107,0,27.509078979492,-29.365768432617,1000,2,1,1367822976,1367822976,0,Lesotho,Econet,Africa
40526319,GSM,651,2,11105,2065,0,27.509078979492,-29.365768432617,1000,2,1,1367823052,1367823052,0,Lesotho,Econet,Africa
40526320,UMTS,651,2,1,75547,0,27.483673,-29.314957,1000,4,1,1376500220,1427422156,0,Lesotho,Econet,Africa
40526321,GSM,651,2,11107,1099,0,28.434677,-28.914642,1000,2,1,1378356766,1378356766,0,Lesotho,Econet,Africa
40526322,GSM,651,2,11105,5247,0,27.467194,-29.325943,1000,6,1,1383217659,1383792499,0,Lesotho,Econet,Africa
40526323,GSM,651,2,11105,30109,0,27.466506958008,-29.325942993164,1000,1,1,1383198163,1383198163,0,Lesotho,Econet,Africa
40526324,GSM,651,2,11105,2042,0,27.467880249023,-29.325942993164,1000,2,1,1383218023,1383792371,0,Lesotho,Econet,Africa
40526325,GSM,651,2,11105,3002,0,27.467880249023,-29.325942993164,1000,1,1,1383792432,1383792432,0,Lesotho,Econet,Africa
40526326,GSM,651,2,11105,1323,0,27.486282,-29.310013,1000,5,1,1383992437,1383992437,0,Lesotho,Econet,Africa
40526327,UMTS,651,2,1,75618,0,27.486167,-29.312572,1327,57,1,1384246250,1427423997,0,Lesotho,Econet,Africa
40526328,UMTS,651,2,1,3043277,0,27.467880249023,-29.325942993164,1000,1,1,1386833565,1386833565,0,Lesotho,Econet,Africa
40526329,UMTS,651,2,1,3044658,0,28.245162963867,-28.773880004883,1000,3,1,1386855690,1386855690,0,Lesotho,Econet,Africa
40526330,UMTS,651,2,1,75677,0,27.537649,-29.274754,1523,51,1,1395405200,1427374211,0,Lesotho,Econet,Africa
40526331,UMTS,651,2,1,75679,0,27.519699,-29.298661,1568,15,1,1395943598,1426851070,0,Lesotho,Econet,Africa
40526332,GSM,651,2,11107,3008,0,29.069137573242,-29.288864135742,1000,2,1,1396696113,1396696113,0,Lesotho,Econet,Africa
40526333,GSM,651,2,11107,3063,0,26.907879,-29.689715,6752,9,1,1397647234,1402535679,0,Lesotho,Econet,Africa
40526334,GSM,651,2,11107,5040,0,26.910322,-29.690782,3057,3,1,1397647234,1401153293,0,Lesotho,Econet,Africa
40526335,GSM,651,2,11101,4050,0,26.910322,-29.690782,3057,3,1,1397647234,1401153293,0,Lesotho,Econet,Africa
40526336,GSM,651,2,11107,1105,0,26.918758,-29.695555,2751,7,1,1397647234,1401153293,0,Lesotho,Econet,Africa
40526337,GSM,651,2,11107,2063,0,26.905611,-29.688691,6506,7,1,1397647234,1402535679,0,Lesotho,Econet,Africa
40526338,GSM,651,2,11107,3105,0,26.9166,-29.694183,2994,7,1,1397647234,1401928638,0,Lesotho,Econet,Africa
40526339,GSM,651,2,11107,6040,0,26.938469,-29.703148,9570,6,1,1397647234,1427057060,0,Lesotho,Econet,Africa
40526340,GSM,651,2,11107,2040,0,26.929849,-29.699331,10502,9,1,1397647234,1427057060,0,Lesotho,Econet,Africa
40526341,GSM,651,2,11101,3050,0,26.918391,-29.695359,2710,8,1,1397647234,1406080742,0,Lesotho,Econet,Africa
40526342,GSM,651,2,11107,2097,0,26.937095,-29.702233,9732,6,1,1397647234,1427057060,0,Lesotho,Econet,Africa
40526343,GSM,651,2,11107,3040,0,26.938605,-29.702508,9586,5,1,1397647234,1427057060,0,Lesotho,Econet,Africa
40526344,GSM,651,2,11107,3067,0,26.93229675293,-29.703598022461,1000,1,1,1397783497,1397783497,0,Lesotho,Econet,Africa
40526345,GSM,651,2,11101,3200,0,26.913894,-29.692612,1678,5,1,1398430190,1406080742,0,Lesotho,Econet,Africa
40526346,GSM,651,2,11101,3052,0,26.913528,-29.692612,1649,3,1,1400914465,1406080742,0,Lesotho,Econet,Africa
40526347,UMTS,651,2,1,75569,0,27.473373,-29.322153,2581,25,1,1401112511,1427421919,0,Lesotho,Econet,Africa
40526348,GSM,651,2,11107,1063,0,26.895217895508,-29.681625366211,1000,1,1,1401153293,1401153293,0,Lesotho,Econet,Africa
40526349,UMTS,651,2,1,75678,0,27.556507,-29.27317,2543,28,1,1402465226,1427015784,0,Lesotho,Econet,Africa
40526350,GSM,651,2,11101,1200,0,27.259140014648,-29.395980834961,1000,1,1,1402625002,1402625002,0,Lesotho,Econet,Africa
40526351,GSM,651,2,11101,2055,0,27.259140014648,-29.395980834961,1000,1,1,1402625002,1402625002,0,Lesotho,Econet,Africa
40526352,UMTS,651,2,1,75558,0,27.47476,-29.334842,1000,100,1,1408547219,1427421806,0,Lesotho,Econet,Africa
40526353,UMTS,651,2,1,75799,0,27.469597,-29.366455,1330,20,1,1415425348,1427242103,0,Lesotho,Econet,Africa
40526354,UMTS,651,2,1,75757,0,27.469253,-29.365425,1334,4,1,1415425888,1427242024,0,Lesotho,Econet,Africa
40526355,GSM,651,2,11107,3103,0,28.772506713867,-28.309707641602,1000,1,1,1416996154,1416996154,0,Lesotho,Econet,Africa
40526356,GSM,651,2,11102,3281,0,27.484818,-29.313583,1000,3,1,1424171022,1427423122,0,Lesotho,Econet,Africa
40526357,UMTS,651,2,1,75619,0,27.482986,-29.313703,1000,23,1,1424171143,1427423117,0,Lesotho,Econet,Africa
40526358,UMTS,651,2,1,75578,0,27.496847,-29.305801,1247,54,1,1425071221,1427423969,0,Lesotho,Econet,Africa
40526359,UMTS,651,2,1,75779,0,27.539131,-29.271927,1408,60,1,1426824887,1427374185,0,Lesotho,Econet,Africa
40526360,UMTS,651,2,1,75787,0,27.525083,-29.278657,1999,104,1,1426824887,1426852376,0,Lesotho,Econet,Africa
40526361,UMTS,651,2,1,75778,0,27.540922,-29.276333,1000,16,1,1426824887,1427374203,0,Lesotho,Econet,Africa
40526362,GSM,651,2,11101,2306,0,27.536963,-29.276596,1000,105,1,1426824887,1427320115,0,Lesotho,Econet,Africa
40526363,GSM,651,2,11101,3226,0,27.505188,-29.296417,1000,6,1,1426809865,1426809865,0,Lesotho,Econet,Africa
40526364,UMTS,651,2,1,75567,0,27.465019,-29.30872,1084,24,1,1426838720,1426838720,0,Lesotho,Econet,Africa
40526365,UMTS,651,2,1,75559,0,27.472439,-29.320221,2192,150,1,1426848936,1427421989,0,Lesotho,Econet,Africa
40526366,GSM,651,2,11102,5254,0,27.466801,-29.307686,1482,112,1,1426839487,1426839487,0,Lesotho,Econet,Africa
40526367,UMTS,651,2,1,75589,0,27.473766,-29.320597,1000,28,1,1426848937,1427421902,0,Lesotho,Econet,Africa
40526368,GSM,651,2,11101,3036,0,27.540977,-29.2764,1000,66,1,1426848932,1427235432,0,Lesotho,Econet,Africa
40526369,GSM,651,2,11101,1306,0,27.536672,-29.270399,1000,65,1,1426848932,1427234997,0,Lesotho,Econet,Africa
40526370,GSM,651,2,11101,2371,0,27.535697,-29.276585,1000,34,1,1426848932,1427239576,0,Lesotho,Econet,Africa
40526371,UMTS,651,2,1,75789,0,27.506472,-29.298397,2031,187,1,1426848933,1427428831,0,Lesotho,Econet,Africa
40526372,GSM,651,2,11101,3356,0,27.514082,-29.286412,1000,14,1,1426809562,1426809562,0,Lesotho,Econet,Africa
40526373,GSM,651,2,11101,1356,0,27.516011,-29.284548,1000,21,1,1426848933,1427239914,0,Lesotho,Econet,Africa
40526374,GSM,651,2,11102,3004,0,27.465682,-29.307541,2556,5,1,1426848936,1427851958,0,Lesotho,Econet,Africa
40526375,GSM,651,2,11102,6254,0,27.461197,-29.305084,1000,90,1,1426839054,1426839054,0,Lesotho,Econet,Africa
40526376,GSM,651,2,11101,1106,0,27.559956,-29.266761,3186,21,1,1426848932,1427015798,0,Lesotho,Econet,Africa
40526377,GSM,651,2,11102,2247,0,27.473623,-29.32432,1000,11,1,1426839605,1426839605,0,Lesotho,Econet,Africa
40526378,UMTS,651,2,1,75548,0,27.47303,-29.322166,1000,4,1,1426838471,1426838471,0,Lesotho,Econet,Africa
40526379,GSM,651,2,11102,6127,0,27.476807,-29.317703,1000,6,1,1426848937,1427422044,0,Lesotho,Econet,Africa
40526380,GSM,651,2,11101,1008,0,27.542037963867,-29.276504516602,1000,1,1,1426806740,1426806740,0,Lesotho,Econet,Africa
40526381,UMTS,651,2,1,75827,0,27.464146,-29.339585,1000,121,1,1426848940,1427458029,0,Lesotho,Econet,Africa
40526382,UMTS,651,2,1,75829,0,27.463486,-29.339676,1000,5,1,1426848940,1427452540,0,Lesotho,Econet,Africa
40526383,UMTS,651,2,1,75828,0,27.459904,-29.34313,1609,99,1,1426848940,1427456725,0,Lesotho,Econet,Africa
40526384,GSM,651,2,11102,2218,0,27.463666,-29.34176,2063,58,1,1426848940,1427421610,0,Lesotho,Econet,Africa
40526385,GSM,651,2,11102,1218,0,27.464989,-29.33955,1725,142,1,1426848940,1427421660,0,Lesotho,Econet,Africa
40526386,GSM,651,2,11102,3211,0,27.471886,-29.297161,1000,24,1,1426815804,1426815804,0,Lesotho,Econet,Africa
40526387,GSM,651,2,11102,6259,0,27.472687,-29.297361,1000,16,1,1426815858,1426815858,0,Lesotho,Econet,Africa
40526388,GSM,651,2,11102,4259,0,27.475021,-29.295731,1000,20,1,1426815617,1426815617,0,Lesotho,Econet,Africa
40526389,GSM,651,2,11102,1252,0,27.471451,-29.295731,1000,5,1,1426815736,1426815736,0,Lesotho,Econet,Africa
40526390,UMTS,651,2,1,75628,0,27.45726,-29.345718,1343,30,1,1426848940,1427242596,0,Lesotho,Econet,Africa
40526391,GSM,651,2,11102,2252,0,27.476119995117,-29.29573059082,1000,1,1,1426815418,1426815418,0,Lesotho,Econet,Africa
40526392,GSM,651,2,11102,4254,0,27.461086,-29.302958,1000,19,1,1426839360,1426839360,0,Lesotho,Econet,Africa
40526393,GSM,651,2,11102,2021,0,27.457551,-29.301164,1000,23,1,1426839300,1426839300,0,Lesotho,Econet,Africa
40526394,GSM,651,2,11102,1021,0,27.457581,-29.29985,1000,8,1,1426839273,1426839273,0,Lesotho,Econet,Africa
40526395,GSM,651,2,11102,1057,0,27.475745,-29.318078,1000,11,1,1426868536,1430460330,0,Lesotho,Econet,Africa
40526396,UMTS,651,2,1,75627,0,27.469711,-29.339676,1000,3,1,1426839799,1426839799,0,Lesotho,Econet,Africa
40526397,GSM,651,2,11102,3218,0,27.460215,-29.338718,1000,43,1,1426868538,1427418666,0,Lesotho,Econet,Africa
40526398,GSM,651,2,11102,5127,0,27.47406,-29.320038,1000,10,1,1426868536,1427421940,0,Lesotho,Econet,Africa
40526399,GSM,651,2,11102,3006,0,27.473202,-29.334354,1000,8,1,1426868536,1427421674,0,Lesotho,Econet,Africa
40526400,GSM,651,2,11102,2011,0,27.462387084961,-29.33967590332,1000,1,1,1426839859,1426839859,0,Lesotho,Econet,Africa
40526401,UMTS,651,2,1,75557,0,27.477493286133,-29.331436157227,1000,1,1,1426839671,1426839671,0,Lesotho,Econet,Africa
40526402,GSM,651,2,11102,2057,0,27.473373413086,-29.31770324707,1000,3,1,1426839498,1426839498,0,Lesotho,Econet,Africa
40526403,GSM,651,2,11102,3292,0,27.461014,-29.35524,1736,6,1,1426868538,1427241963,0,Lesotho,Econet,Africa
40526404,GSM,651,2,11102,2103,0,27.46376,-29.347,1634,6,1,1426868536,1427418613,0,Lesotho,Econet,Africa
40526405,UMTS,651,2,1,75568,0,27.47715,-29.31633,1000,12,1,1427394503,1427421998,0,Lesotho,Econet,Africa
40526406,UMTS,651,2,1,75617,0,27.476286,-29.314083,1052,33,1,1427394503,1427422898,0,Lesotho,Econet,Africa
40526407,UMTS,651,2,1,75709,0,27.486954,-29.31427,1000,18,1,1427394540,1427422219,0,Lesotho,Econet,Africa
40526408,UMTS,651,2,1,75707,0,27.493075,-29.311708,1000,52,1,1427394540,1427423418,0,Lesotho,Econet,Africa
40526409,UMTS,651,2,1,75638,0,27.509766,-29.30603,1025,6,1,1427394540,1427426203,0,Lesotho,Econet,Africa
40526410,UMTS,651,2,1,75717,0,27.496033,-29.310837,1000,4,1,1426850878,1426850878,0,Lesotho,Econet,Africa
40526411,GSM,651,2,11101,3371,0,27.544718,-29.269571,1116,41,1,1427234930,1427234930,0,Lesotho,Econet,Africa
40526412,UMTS,651,2,1,75777,0,27.562447,-29.263356,1153,94,1,1427015776,1427015776,0,Lesotho,Econet,Africa
40526413,GSM,651,2,11101,1226,0,27.537231,-29.276505,1000,2,1,1426852603,1426852603,0,Lesotho,Econet,Africa
40526414,GSM,651,2,11101,1371,0,27.566071,-29.265518,1000,2,1,1426852191,1426852191,0,Lesotho,Econet,Africa
40526415,UMTS,651,2,1,75708,0,27.495575,-29.314728,1000,66,1,1426949319,1426949319,0,Lesotho,Econet,Africa
40526416,UMTS,651,2,1,75639,0,27.51079,-29.308452,1000,57,1,1427394680,1427427477,0,Lesotho,Econet,Africa
40526417,GSM,651,2,11102,2314,0,27.488937,-29.314957,1000,3,1,1426946702,1426946702,0,Lesotho,Econet,Africa
40526418,GSM,651,2,11102,3314,0,27.48848,-29.313583,1000,2,1,1427394680,1427851958,0,Lesotho,Econet,Africa
40526419,GSM,651,2,11101,3306,0,27.522625,-29.279189,1000,22,1,1427239832,1427239832,0,Lesotho,Econet,Africa
40526420,UMTS,651,2,1,75579,0,27.486145,-29.307198,1000,20,1,1427240746,1427240746,0,Lesotho,Econet,Africa
40526421,UMTS,651,2,1,75577,0,27.487106323242,-29.30534362793,1000,1,1,1427240623,1427240623,0,Lesotho,Econet,Africa
40526422,UMTS,651,2,1,75629,0,27.456979,-29.354782,1531,16,1,1427242585,1427242585,0,Lesotho,Econet,Africa
40526423,GSM,651,2,11102,1247,0,27.482398,-29.315938,1000,7,1,1427423081,1427423081,0,Lesotho,Econet,Africa
40526424,GSM,651,2,11102,2059,0,27.48848,-29.31221,1000,3,1,1427423422,1427423422,0,Lesotho,Econet,Africa
40526425,GSM,651,2,11102,3097,0,27.498587,-29.310123,1000,25,1,1427424128,1427424128,0,Lesotho,Econet,Africa
40526426,GSM,651,2,11102,4315,0,27.492599487305,-29.306716918945,1000,3,1,1427423493,1427423493,0,Lesotho,Econet,Africa
40526427,GSM,651,2,11101,3326,0,27.505722,-29.315567,2102,9,1,1427424294,1427424294,0,Lesotho,Econet,Africa
40526428,GSM,651,2,11102,2080,0,27.48642,-29.313583,1000,4,1,1427423155,1427423155,0,Lesotho,Econet,Africa
40526429,GSM,651,2,11102,1004,0,27.49515,-29.308286,1000,7,1,1427424006,1427424006,0,Lesotho,Econet,Africa
40526430,GSM,651,2,11101,1326,0,27.506881,-29.316605,1954,5,1,1427424262,1427424262,0,Lesotho,Econet,Africa
40526431,GSM,651,2,11102,1080,0,27.490768,-29.308548,1000,3,1,1427468612,1427851958,0,Lesotho,Econet,Africa
40526432,GSM,651,2,11102,6315,0,27.487106323242,-29.313583374023,1000,3,1,1427423168,1427423168,0,Lesotho,Econet,Africa
40526433,GSM,651,2,11102,1005,0,27.492599487305,-29.306716918945,1000,2,1,1427423521,1427423521,0,Lesotho,Econet,Africa
40526434,GSM,651,2,11102,3088,0,27.492599487305,-29.306716918945,1000,1,1,1427423508,1427423508,0,Lesotho,Econet,Africa
40526435,GSM,651,2,11102,3059,0,27.4823,-29.312897,1000,2,1,1427423099,1427423099,0,Lesotho,Econet,Africa
40526436,GSM,651,2,11102,2088,0,27.492599487305,-29.306716918945,1000,1,1,1427423512,1427423512,0,Lesotho,Econet,Africa
40526437,GSM,651,2,11102,3080,0,27.479553,-29.31427,1000,6,1,1427422544,1427422544,0,Lesotho,Econet,Africa
40526438,GSM,651,2,11102,3247,0,27.48161315918,-29.319076538086,1000,2,1,1427423000,1427423000,0,Lesotho,Econet,Africa
40526439,GSM,651,2,11101,3241,0,27.510452270508,-29.312210083008,1000,2,1,1427424379,1427424379,0,Lesotho,Econet,Africa
40526440,GSM,651,2,11102,1097,0,27.515223,-29.305344,1000,19,1,1427428084,1427428084,0,Lesotho,Econet,Africa
40526441,GSM,651,2,11102,1009,0,27.514801,-29.306259,1000,6,1,1427427866,1427427866,0,Lesotho,Econet,Africa
40526442,UMTS,651,2,1,75689,0,27.51594543457,-29.303970336914,1000,11,1,1427428824,1427428824,0,Lesotho,Econet,Africa
40526443,UMTS,651,2,1,75637,0,27.514572143555,-29.306716918945,1000,8,1,1427426910,1427426910,0,Lesotho,Econet,Africa
40526444,GSM,651,2,11102,2097,0,27.507706,-29.31324,1000,4,1,1427424390,1427424390,0,Lesotho,Econet,Africa
40526445,UMTS,651,2,1,75718,0,27.514572143555,-29.306716918945,1000,1,1,1427427721,1427427721,0,Lesotho,Econet,Africa
40526446,GSM,651,2,11101,1241,0,27.513886,-29.30809,1000,2,1,1427424507,1427424507,0,Lesotho,Econet,Africa
40526447,GSM,651,2,11101,3256,0,27.51594543457,-29.303970336914,1000,2,1,1427427939,1427427939,0,Lesotho,Econet,Africa
40526448,GSM,651,2,2,40271,0,27.477699,-29.365871,3094,285,1,1430318738,1430318738,0,Lesotho,Econet,Africa
40526449,GSM,651,2,3,40643,0,27.505754,-29.366419,1000,38,1,1430318738,1430318738,0,Lesotho,Econet,Africa
40526450,GSM,651,2,1,40062,0,27.515824,-29.344917,2556,136,1,1430338537,1431438953,0,Lesotho,Econet,Africa
40526451,GSM,651,2,1,40442,0,27.521865,-29.355114,1579,58,1,1430319638,1430319638,0,Lesotho,Econet,Africa
40526452,GSM,651,2,1,40052,0,27.513817,-29.346027,2349,40,1,1430338537,1431438653,0,Lesotho,Econet,Africa
40526453,GSM,651,2,3,40432,0,27.526245,-29.366906,1179,128,1,1430319342,1430319342,0,Lesotho,Econet,Africa
40526454,GSM,651,2,1,40663,0,27.543223,-29.372892,1312,219,1,1430319342,1430319342,0,Lesotho,Econet,Africa
40526455,GSM,651,2,3,40663,0,27.53791809082,-29.369888305664,1000,3,1,1430319038,1430319038,0,Lesotho,Econet,Africa
40526456,GSM,651,2,1,40053,0,27.509766,-29.326139,1202,42,1,1430319938,1430319938,0,Lesotho,Econet,Africa
40526457,GSM,651,2,1,40063,0,27.50768,-29.327342,1000,158,1,1430339438,1431438953,0,Lesotho,Econet,Africa
40526458,GSM,651,2,1,40001,0,27.51038,-29.314595,1000,19,1,1430319938,1430319938,0,Lesotho,Econet,Africa
40526459,GSM,651,2,1,40031,0,27.519196,-29.308823,1000,60,1,1430339738,1431439236,0,Lesotho,Econet,Africa
